iter	RMSE
207	3.810698287
208	3.788174362
209	3.778762665
210	3.768299825
211	3.75122104
212	3.742757791
213	3.72664553
214	3.712824935
215	3.699973599
216	3.690499646
217	3.668862805
218	3.648488977
219	3.617862331
220	3.602305044
221	3.588482238
222	3.577899703
223	3.559733943
224	3.541504716
225	3.529087867
226	3.517417447
227	3.511269064
228	3.499071868
229	3.485140961
230	3.474035698
231	3.467734415
232	3.459295147
233	3.449606536
234	3.439829104
235	3.4315475
236	3.422880915
237	3.405640903
238	3.393135012
239	3.364621984
240	3.355712539
241	3.339866045
242	3.328466912
243	3.320476228
244	3.314618252
245	3.30335414
246	3.297075485
247	3.291056869
248	3.281923288
249	3.274247311
250	3.269948027
251	3.263381032
252	3.253194248
253	3.246175981
254	3.239915889
255	3.234157042
256	3.220360571
257	3.205655889
258	3.198351809
259	3.184821106
260	3.178589127
261	3.170774289
262	3.156718596
263	3.150629546
264	3.138123877
265	3.126447911
266	3.119146109
267	3.115129815
268	3.106617677
269	3.094572685
270	3.088080372
271	3.080968784
272	3.075927364
273	3.071071611
274	3.066510773
275	3.052091087
276	3.044562667
277	3.021500479
278	3.014651943
279	2.998934476
280	2.991890026
281	2.975263763
282	2.966058091
283	2.958946644
284	2.952061763
285	2.940538988
286	2.931866228
287	2.925662532
288	2.915907031
289	2.909193102
290	2.903057594
291	2.894384036
292	2.885715643
293	2.88145235
294	2.877783705
295	2.868209131
296	2.856789593
297	2.842239446
298	2.832566092
299	2.826233611
300	2.819144517
301	2.81217183
302	2.797883542
303	2.787455533
304	2.780064963
305	2.769066687
306	2.757488404
307	2.74920533
308	2.737937847
309	2.732239737
310	2.726134059
311	2.717687615
312	2.706987857
313	2.690748691
314	2.68285147
315	2.67710862
316	2.669441475
317	2.662164332
318	2.653614093
319	2.649243182
320	2.642663237
321	2.631973326
322	2.623250695
323	2.61556498
324	2.609572543
325	2.599918262
326	2.594244252
327	2.586784577
328	2.580815438
329	2.576747382
330	2.572607231
331	2.563819008
332	2.556781556
333	2.54596102
334	2.540105113
335	2.53374585
336	2.525793564
337	2.519832718
338	2.515327912
339	2.511949027
340	2.509078335
341	2.506641659
342	2.501632967
343	2.498118081
344	2.493911523
345	2.484144771
346	2.472622892
347	2.462632086
348	2.45714485
349	2.449625086
350	2.444502922
351	2.437672136
352	2.427884298
353	2.413602533
354	2.408677584
355	2.398602666
356	2.388935883
357	2.383296609
358	2.377041909
359	2.370669463
360	2.365389362
361	2.361308597
362	2.356154674
363	2.350981664
364	2.347723008
365	2.343410161
366	2.338168279
367	2.334605108
368	2.329389093
369	2.324724825
370	2.319108131
371	2.306146027
372	2.301047706
373	2.294464949
374	2.289318297
375	2.285507268
376	2.279206739
377	2.27563408
378	2.269827099
379	2.265066277
380	2.259218841
381	2.256316336
382	2.250774989
383	2.244663921
384	2.234231714
385	2.22946117
386	2.224743056
387	2.219291101
388	2.21530568
389	2.211784461
390	2.209436816
391	2.206429819
392	2.2041516
393	2.203044763
394	2.199170266
395	2.194536324
396	2.189235136
397	2.185551471
398	2.182192916
399	2.17913898
400	2.175440114
401	2.170127865
402	2.166790552
403	2.155424128
404	2.147409422
405	2.143547507
406	2.137851274
407	2.13463386
408	2.130376595
409	2.125865864
410	2.121215189
411	2.115912969
412	2.111655137
413	2.108469702
414	2.104080745
415	2.10064549
416	2.093746405
417	2.090632859
418	2.084132684
419	2.080785918
420	2.076993448
421	2.072961026
422	2.069314089
423	2.0629305
424	2.062454108
425	2.058070874
426	2.05533028
427	2.051562137
428	2.049253823
429	2.045330309
430	2.041077069
431	2.037592249
432	2.034161577
433	2.029631788
434	2.024161879
435	2.019895302
436	2.015390974
437	2.004487258
438	2.001722002
439	1.995443649
440	1.990222129
441	1.986969486
442	1.982793073
443	1.978791898
444	1.973385252
445	1.96944973
446	1.967394113
447	1.963882085
448	1.961276154
449	1.958089303
450	1.95442675
451	1.950704762
452	1.947471345
453	1.944236484
454	1.941147812
455	1.937960303
456	1.935428615
457	1.932744385
458	1.92956789
459	1.924743192
460	1.919888307
461	1.917198185
462	1.914365268
463	1.910505858
464	1.907602087
465	1.904358761
466	1.901784274
467	1.89898735
468	1.897397764
469	1.894005347
470	1.891321955
471	1.888225342
472	1.884182032
473	1.878687384
474	1.876477146
475	1.874440594
476	1.869706792
477	1.866255609
478	1.865471986
479	1.86211176
480	1.859889003
481	1.858056831
482	1.856090154
483	1.852667023
484	1.847140482
485	1.842304968
486	1.838820193
487	1.835763271
488	1.832399702
489	1.82847813
490	1.824417753
491	1.822148253
492	1.81980889
493	1.816082491
494	1.814496529
495	1.812945317
496	1.810955763
497	1.807927045
498	1.804981331
499	1.803412157
500	1.801923628
501	1.799416039
502	1.797687898
503	1.794574375
504	1.792938047
505	1.789279823
506	1.786056853
507	1.783132667
508	1.781877851
509	1.779031806
510	1.775249934
511	1.771716723
512	1.769062072
513	1.766074087
514	1.763644014
515	1.761162718
516	1.758909442
517	1.755561639
518	1.752039208
519	1.748361631
520	1.747580148
521	1.7456666
522	1.743701937
523	1.741781961
524	1.738338443
525	1.736651491
526	1.733871482
527	1.732432308
528	1.730317395
529	1.727509817
530	1.724979673
531	1.722258939
532	1.719482664
533	1.716770754
534	1.713309694
535	1.709960526
536	1.706195206
537	1.70397827
538	1.700702888
539	1.698850566
540	1.697573102
541	1.694863641
542	1.693005465
543	1.691235226
544	1.689703218
545	1.68846955
546	1.685663766
547	1.682797656
548	1.678705929
549	1.675830211
550	1.673318356
551	1.671510168
552	1.669765552
553	1.668435109
554	1.667343385
555	1.665503278
556	1.664261623
557	1.662607305
558	1.656593169
559	1.654761444
560	1.652695272
561	1.651203718
562	1.645952488
563	1.643609675
564	1.642156263
565	1.640333503
566	1.638169922
567	1.63677648
568	1.634596826
569	1.633592009
570	1.631954938
571	1.628423479
572	1.62554115
573	1.623583391
574	1.619634663
575	1.616994942
576	1.614400709
577	1.611328778
578	1.609338069
579	1.602841094
580	1.601167362
581	1.600103022
582	1.598152166
583	1.596171635
584	1.59426129
585	1.592275201
586	1.589762346
587	1.586593683
588	1.585267536
589	1.58398627
590	1.58258059
591	1.580693567
592	1.576838739
593	1.574824573
594	1.572639915
595	1.570754016
596	1.568865425
597	1.564630688
598	1.562726602
599	1.560907008
600	1.559968553
601	1.557639103
602	1.555819004
603	1.553935377
604	1.551230645
605	1.549009272
606	1.546997993
607	1.544727953
608	1.542023064
609	1.540454971
610	1.538659897
611	1.536805183
612	1.535743456
613	1.534848106
614	1.531653186
615	1.528236464
616	1.525850397
617	1.5239251
618	1.522040666
619	1.520851252
620	1.519409293
621	1.517529394
622	1.516719168
623	1.515147104
624	1.513083329
625	1.510387137
626	1.508082301
627	1.505292974
628	1.503715634
629	1.501646901
630	1.499873494
631	1.498379624
632	1.496811728
633	1.495066679
634	1.49403806
635	1.492454494
636	1.491012396
637	1.489689601
638	1.488109013
639	1.486487043
640	1.485267359
641	1.482769754
642	1.481294757
643	1.479890284
644	1.478910242
645	1.47791427
646	1.476449439
647	1.46956111
648	1.468211261
649	1.465814875
650	1.462654693
651	1.460835163
652	1.458938732
653	1.457628942
654	1.45561239
655	1.454072389
656	1.452484975
657	1.445375401
658	1.442649643
659	1.440343513
660	1.439246822
661	1.437717881
662	1.437055021
663	1.431921867
664	1.429919632
665	1.42934964
666	1.427722551
667	1.426363093
668	1.425003089
669	1.420598034
670	1.419063157
671	1.417106505
672	1.415093518
673	1.411882691
674	1.410547881
675	1.408733687
676	1.406967354
677	1.405531597
678	1.403472906
679	1.402286991
680	1.400284264
681	1.398780675
682	1.397225066
683	1.395790763
684	1.393580575
685	1.391696809
686	1.390223224
687	1.388985447
688	1.387277878
689	1.385563344
690	1.38280578
691	1.381256905
692	1.380029533
693	1.378611303
694	1.377238742
695	1.376431583
696	1.37478886
697	1.373223082
698	1.372038418
699	1.370813358
700	1.369701305
701	1.368576345
702	1.367793521
703	1.364851975
704	1.362834366
705	1.361730289
706	1.361260378
707	1.35963955
708	1.357509129
709	1.35567086
710	1.352912805
711	1.351410188
712	1.349416597
713	1.34873959
714	1.347332856
715	1.345194668
716	1.343792879
717	1.342458189
718	1.341076943
719	1.339973413
720	1.33885001
721	1.337282217
722	1.336265272
723	1.334927856
724	1.33367789
725	1.332653096
726	1.331877751
727	1.331015576
728	1.330277788
729	1.329438302
730	1.327793789
731	1.326943059
732	1.325520736
733	1.324570717
734	1.323525892
735	1.322311792
736	1.319866884
737	1.318245115
738	1.317027407
739	1.316060918
740	1.314680391
741	1.313477044
742	1.311963958
743	1.310968992
744	1.309434165
745	1.30776626
746	1.306963808
747	1.305653754
748	1.304233644
749	1.303527264
750	1.302428571
751	1.300945054
752	1.299867001
753	1.299188843
754	1.298602389
755	1.29519624
756	1.291410843
757	1.290243351
758	1.28838018
759	1.287489712
760	1.286866892
761	1.286048677
762	1.285013665
763	1.284192906
764	1.283320271
765	1.281343359
766	1.279746879
767	1.278230883
768	1.275675618
769	1.274242949
770	1.272626254
771	1.27172882
772	1.271042839
773	1.269506385
774	1.268964809
775	1.268263462
776	1.267848923
777	1.267234906
778	1.266480693
779	1.266368807
780	1.265236867
781	1.264497584
782	1.260326398
783	1.25922809
784	1.258398746
785	1.256807168
786	1.256407923
787	1.252770948
788	1.251827601
789	1.250908343
790	1.249989785
791	1.249108754
792	1.247835829
793	1.246620013
794	1.245575342
795	1.2450525
796	1.244257942
797	1.243482212
798	1.242760714
799	1.241975437
800	1.241590799
801	1.239957572
802	1.238241973
803	1.237238819
804	1.234935588
805	1.234367025
806	1.233921089
807	1.23318993
808	1.232184132
809	1.230176993
810	1.22906728
811	1.228188782
812	1.226769757
813	1.225695796
814	1.224048449
815	1.223201131
816	1.222128086
817	1.21914142
818	1.218212508
819	1.217436167
820	1.216634609
821	1.215784566
822	1.215392922
823	1.214157158
824	1.211923505
825	1.211379381
826	1.210235404
827	1.209584426
828	1.208662625
829	1.207544921
830	1.206685359
831	1.205665728
832	1.204688913
833	1.203614224
834	1.202855875
835	1.201836853
836	1.201087383
837	1.200031453
838	1.198918005
839	1.19804776
840	1.196678469
841	1.196029935
842	1.194765237
843	1.193824376
844	1.192339631
845	1.191574207
846	1.190940193
847	1.189512551
848	1.18814245
849	1.186428723
850	1.185740465
851	1.185145066
852	1.184328634
853	1.183127107
854	1.182131211
855	1.181057039
856	1.180328478
857	1.179469181
858	1.179085464
859	1.178096888
860	1.177418896
861	1.176740744
862	1.176065424
863	1.175361059
864	1.174775833
865	1.174295994
866	1.173687137
867	1.173356863
868	1.172541636
869	1.171812549
870	1.170993454
871	1.170242309
872	1.169448672
873	1.167686066
874	1.166369759
875	1.165757299
876	1.164439407
877	1.163247014
878	1.161712382
879	1.161108302
880	1.160350138
881	1.159377642
882	1.158756891
883	1.158245257
884	1.156833414
885	1.156034964
886	1.155563025
887	1.154074934
888	1.153713529
889	1.153378429
890	1.15280018
891	1.152324473
892	1.152234561
893	1.151725745
894	1.151338404
895	1.151030068
896	1.149930365
897	1.148691096
898	1.147915741
899	1.146930613
900	1.146052681
901	1.144770332
902	1.143911449
903	1.143326756
904	1.142639118
905	1.141658023
906	1.138596079
907	1.137998612
908	1.137303294
909	1.135965682
910	1.135009596
911	1.134299482
912	1.133618245
913	1.132770978
914	1.131274716
915	1.130323524
916	1.129508668
917	1.12898507
918	1.128523266
919	1.126946483
920	1.126551003
921	1.125821316
922	1.125064919
923	1.124507326
924	1.12350307
925	1.121598019
926	1.120688921
927	1.119653479
928	1.118578918
929	1.117583654
930	1.117119653
931	1.116228706
932	1.115563569
933	1.115033595
934	1.114185026
935	1.112938644
936	1.112438648
937	1.111570454
938	1.110781516
939	1.109865346
940	1.108837645
941	1.107928905
942	1.107090933
943	1.106281101
944	1.105591406
945	1.104980525
946	1.104200045
947	1.103509663
948	1.102950856
949	1.101625477
950	1.101022416
951	1.10049697
952	1.100308944
953	1.09965077
954	1.098833741
955	1.098505974
956	1.098129638
957	1.097882417
958	1.09668502
959	1.094496119
960	1.094175346
961	1.09363411
962	1.092752532
963	1.092188814
964	1.090957719
965	1.090294338
966	1.089760542
967	1.089265327
968	1.08873179
969	1.087443132
970	1.086024215
971	1.084821993
972	1.084212449
973	1.083621635
974	1.082921062
975	1.082436058
976	1.082060836
977	1.08151048
978	1.080986041
979	1.080336236
980	1.079495539
981	1.079008738
982	1.078630445
983	1.078128019
984	1.077979046
985	1.07765885
986	1.077252967
987	1.075957621
988	1.075286347
989	1.074042527
990	1.073307005
991	1.072559605
992	1.072368547
993	1.071980184
994	1.071480037
995	1.070843935
996	1.070655848
997	1.069969394
998	1.069186534
999	1.068233685
